URL,NAME,TAGS
https://brave.com/,Brave,crypto
https://pixo.gallery, Pixo Gallery, nyzo crypto 
https://ftx.com,FTX,crypto
https://francium.io/app/invest/farm, Francium, solana crypto 
https://solfarm.io/, SolFarm, solana crypto 
